"","code_station","libelle_station","code_departement","libelle_departement","code_commune","libelle_commune","code_region","libelle_region","code_bassin","libelle_bassin","code_cours_eau","libelle_cours_eau","code_campagne","code_reseau","libelle_reseau","code_ecoulement","libelle_ecoulement","longitude","latitude","date_campagne","nombre_modalite_ecoulement","code_type_campagne","libelle_type_campagne","uri_reseau","etat_station","Annee"
"19","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","96910","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2022-10-26,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"20","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","96827","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2022-09-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"21","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","96700","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2022-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"22","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","96497","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2022-07-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"23","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","96357","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2022-06-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"24","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","96193","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2022-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"25","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","96097","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2022-04-27,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"26","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","95951","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2021-09-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"27","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","95816","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2021-08-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"28","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","95709","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2021-07-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"29","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","95583","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2021-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"30","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","95448","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2021-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"31","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","95356","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2021-04-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2021
"32","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","95321","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2020-10-27,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2020
"33","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","95320","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2020-09-28,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"34","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","95319","0000000134","Onde OFB","2","Ecoulement non visible",2.919075019,47.787635169,2020-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"35","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","94837","0000000134","Onde OFB","2","Ecoulement non visible",2.919075019,47.787635169,2020-07-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"36","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","94704","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2020-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"37","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","94479","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2020-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"38","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","94201","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2020-04-27,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2020
"39","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","93302","0000000134","Onde OFB","1","Ecoulement visible",2.919075019,47.787635169,2019-11-25,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"40","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","92650","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2019-10-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"41","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","91656","0000000134","Onde OFB","3","Assec",2.919075019,47.787635169,2019-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"42","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","90656","0000000134","Onde OFB","3","Assec",2.919075019,47.787635169,2019-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"43","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","89467","0000000134","Onde OFB","3","Assec",2.919075019,47.787635169,2019-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"44","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","88555","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2019-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"45","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","87410","0000000134","Onde OFB","1","Ecoulement visible",2.919075019,47.787635169,2019-05-22,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"46","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","86901","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2019-04-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"47","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","86150","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2018-12-21,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"48","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","85509","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2018-11-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"49","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","84652","0000000134","Onde OFB","2","Ecoulement non visible",2.919075019,47.787635169,2018-10-22,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"50","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","83650","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2018-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"51","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","82662","0000000134","Onde OFB","2","Ecoulement non visible",2.919075019,47.787635169,2018-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"52","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","81457","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2018-07-20,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"53","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","80451","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2018-06-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"54","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","79562","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2018-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"55","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","78600","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2017-12-22,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"56","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","78000","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2017-11-24,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"57","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","77250","0000000134","Onde OFB","2","Ecoulement non visible",2.919075019,47.787635169,2017-10-24,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"58","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","76351","0000000134","Onde OFB","2","Ecoulement non visible",2.919075019,47.787635169,2017-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"59","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","75350","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2017-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"60","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","74116","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2017-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"61","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","73156","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2017-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"62","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","72011","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2017-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"63","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","69850","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2016-10-24,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2016
"64","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","69254","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2016-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"65","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","68315","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2016-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"66","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","68190","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2016-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"67","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","67878","0000000134","Onde OFB","1","Ecoulement visible",2.919075019,47.787635169,2016-05-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"68","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","67608","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2015-11-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2015
"69","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","67568","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2015-10-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2015
"70","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","67517","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2015-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"71","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","67404","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2015-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"72","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","67221","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2015-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"73","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","66956","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2015-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"74","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","66889","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2015-05-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"75","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","65400","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2014-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"76","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","64755","0000000134","Onde OFB","1a","Ecoulement visible acceptable",2.919075019,47.787635169,2014-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"77","F4100007","Le Milleron à Aillant-sur-Milleron","45","Loiret","45002","AILLANT-SUR-MILLERON","24","Centre-Val de Loire","03","Seine-Normandie","F4107000","Le Milleron","63783","0000000134","Onde OFB","1f","Ecoulement visible faible",2.919075019,47.787635169,2014-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
